compendium,before_leader,before_leader_label,before_leader_type,before_size,destination,destination_label,destination_kind,destination_compendium,destination_type,after_size,member_count,example_members
MolecularMixture.txt,PUBCHEM.COMPOUND:18189358,ZINC;bromobenzene;iodide,biolink:MolecularMixture,5,PUBCHEM.COMPOUND:4595200,4-Bromophenylzinc iodide,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,5,5,
MolecularMixture.txt,PUBCHEM.COMPOUND:25199777,"cobalt(3+);methyl 3-[2,7,18-tris(2-methoxy-2-oxoethyl)-3,13,17-tris(3-methoxy-3-oxopropyl)-1,2,5,7,12,12,15,17-octamethyl-8,13,18,19-tetrahydro-3H-corrin-24-id-8-yl]propanoate;dicyanide",biolink:MolecularMixture,5,PUBCHEM.COMPOUND:5043594,"cobalt(3+);methyl 3-[2,7,18-tris(2-methoxy-2-oxoethyl)-3,13,17-tris(3-methoxy-3-oxopropyl)-1,2,5,7,12,12,15,17-octamethyl-8,13,18,19-tetrahydro-3H-corrin-22-id-8-yl]propanoate;dicyanide",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,5,5,
MolecularMixture.txt,PUBCHEM.COMPOUND:444750,"3-[18-(2-Carboxyethyl)-7-ethenyl-12-ethyl-3,8,13,17-tetramethylporphyrin-21,23-diid-2-yl]propanoic acid;iron(2+)",biolink:MolecularMixture,5,PUBCHEM.COMPOUND:444522,"3-[18-(2-Carboxyethyl)-13-ethenyl-8-ethyl-3,7,12,17-tetramethylporphyrin-21,23-diid-2-yl]propanoic acid;iron(2+)",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,5,5,
MolecularMixture.txt,PUBCHEM.COMPOUND:448251,Oxo-iron cluster 1,biolink:MolecularMixture,5,PUBCHEM.COMPOUND:42626948,Iron;undecahydrate,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,5,5,
SmallMolecule.txt,PUBCHEM.COMPOUND:46256511,"4-(2,3-Dimethylphenyl)-N-(4-fluorobenzenesulfonyl)piperazine-1-carboximidamide",biolink:SmallMolecule,5,PUBCHEM.COMPOUND:133585961,"4-(2,3-dimethylphenyl)-N'-(4-fluorophenyl)sulfonylpiperazine-1-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,5,5,
SmallMolecule.txt,PUBCHEM.COMPOUND:55290403,N'-(6-methylpyridin-2-yl)methanimidamide,biolink:SmallMolecule,5,PUBCHEM.COMPOUND:156724157,N'-(6-methyl-2-pyridinyl)methanimidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,5,5,
MolecularMixture.txt,PUBCHEM.COMPOUND:58609740,"tetrasodium;dioxido-oxo-[(6E,11E)-2,6,12,16-tetramethyl-9-phosphonatoheptadeca-2,6,11,15-tetraen-9-yl]-lambda5-phosphane",biolink:MolecularMixture,5,PUBCHEM.COMPOUND:11606262,"Tetrasodium;dioxido-oxo-[(6E,11E)-2,6,12,16-tetramethyl-9-phosphonatoheptadeca-2,6,11,15-tetraen-9-yl]-lambda5-phosphane",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,5,5,
MolecularMixture.txt,PUBCHEM.COMPOUND:10794994,"zinc 4-N,4-N,5-N,5-N,9-N,9-N,10-N,10-N,14-N,14-N,15-N,15-N,19-N,19-N,20-N,20-N-hexadecamethyl-2,7,12,17,21,23-hexaza-22,24-diazanidapentacyclo[16.2.1.13,6.18,11.113,16]tetracosa-1,3,5,7,9,11(23),12,14,16,18(21),19-undecaene-4,5,9,10,14,15,19,20-octamine",biolink:MolecularMixture,4,PUBCHEM.COMPOUND:11556714,"zinc 4-N,4-N,5-N,5-N,9-N,9-N,10-N,10-N,14-N,14-N,15-N,15-N,19-N,19-N,20-N,20-N-hexadecamethyl-2,7,12,17,21,22-hexaza-23,24-diazanidapentacyclo[16.2.1.13,6.18,11.113,16]tetracosa-1,3,5,7,9,11,13(22),14,16,18(21),19-undecaene-4,5,9,10,14,15,19,20-octamine",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:10952675,"Copper 2-nitro-5,10,15,20-tetraphenylporphyrin-22,24-diide",biolink:MolecularMixture,4,PUBCHEM.COMPOUND:4384943,"Copper 2-nitro-5,10,15,20-tetraphenylporphyrin-21,23-diide",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:10996082,"2-Ethenyl-5,10,15,20-tetraphenylporphyrin-22,24-diide;nickel(2+)",biolink:MolecularMixture,4,PUBCHEM.COMPOUND:134869787,"2-Ethenyl-5,10,15,20-tetraphenylporphyrin-21,23-diide;nickel(2+)",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:117665658,5-bromo-2-(5-fluoro-2-methoxyphenyl)-N'-hydroxy-3-(4-hydroxyphenyl)benzenecarboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:123490111,"5'-bromo-5''-fluoro-N',4-dihydroxy-2''-methoxy-[1,1':2',1''-terphenyl]-3'-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585960,"4-(2,3-dimethylphenyl)-N'-(4-methyl-3-nitrophenyl)sulfonylpiperazine-1-carboximidamide",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256512,"4-(2,3-Dimethylphenyl)-N-(4-methyl-3-nitrobenzenesulfonyl)piperazine-1-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585964,"N'-(4-bromophenyl)sulfonyl-4-(2,3-dimethylphenyl)piperazine-1-carboximidamide",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256508,"N-(4-Bromobenzenesulfonyl)-4-(2,3-dimethylphenyl)piperazine-1-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585966,"N'-(3,4-dimethylphenyl)sulfonyl-4-(2-fluorophenyl)piperazine-1-carboximidamide",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256506,"N-(3,4-Dimethylbenzenesulfonyl)-4-(2-fluorophenyl)piperazine-1-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585969,4-benzyl-N'-(4-fluorophenyl)sulfonylpiperazine-1-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256501,4-Benzyl-N-(4-fluorobenzenesulfonyl)piperazine-1-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585970,4-benzyl-N'-naphthalen-2-ylsulfonylpiperazine-1-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256500,4-Benzyl-N-(naphthalene-2-sulfonyl)piperazine-1-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585974,4-(5-chloro-2-methylphenyl)-N'-(4-methyl-3-nitrophenyl)sulfonylpiperazine-1-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256494,4-(5-Chloro-2-methylphenyl)-N-(4-methyl-3-nitrobenzenesulfonyl)piperazine-1-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585975,4-(5-chloro-2-methylphenyl)-N'-(4-fluorophenyl)sulfonylpiperazine-1-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256493,4-(5-Chloro-2-methylphenyl)-N-(4-fluorobenzenesulfonyl)piperazine-1-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585977,4-(5-chloro-2-methylphenyl)-N'-(2-methyl-5-nitrophenyl)sulfonylpiperazine-1-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256491,4-(5-Chloro-2-methylphenyl)-N-(2-methyl-5-nitrobenzenesulfonyl)piperazine-1-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:133585988,"N'-(3,4-dimethylphenyl)sulfonylpiperidine-1-carboximidamide",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:46256436,"N-(3,4-Dimethylbenzenesulfonyl)piperidine-1-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:135037673,Copper;hexahydrate,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:14324922,Copper hexahydrate,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:135510111,"ZINC;bis(1,5-dihydropyrazolo[5,4-d]pyrimidin-4-one);sulfate",biolink:MolecularMixture,4,PUBCHEM.COMPOUND:135759051,"ZINC;bis(2,5-dihydropyrazolo[3,4-d]pyrimidin-4-one);sulfate",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:135533993,2-Nitro-1-(1-phenylpropan-2-ylideneamino)guanidine,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:131852894,1-Nitro-2-(1-phenylpropan-2-ylideneamino)guanidine,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:135534854,bis(2-amino-3-(1H-imidazol-4-yl)propanoic acid);chromium(3+),biolink:MolecularMixture,4,PUBCHEM.COMPOUND:11968279,bis(2-amino-3-(1H-imidazol-5-yl)propanoic acid);chromium(3+),leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:135536668,N'-[(E)-1H-indol-3-ylmethylideneamino]pyridine-2-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:135699732,"(1Z,3E)-4-indol-3-yl-1-(2-pyridyl)-2,3-diazabuta-1,3-dienylamine",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:145843219,calcium (E)-2-methylbut-2-enedioate,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:145843193,calcium (Z)-2-methylbut-2-enedioate,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:156595040,"3-[20-(2-Carboxyethyl)-22-chloro-9,14-bis(ethenyl)-5,10,15,19-tetramethyl-21,23,24,25-tetraza-22-gallahexacyclo[9.9.3.13,6.113,16.08,23.018,21]pentacosa-1,3(25),4,6,8,10,12,14,16(24),17,19-undecaen-4-yl]propanoic acid",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:153439451,"3-[20-(2-Carboxyethyl)-22-chloro-10,15-bis(ethenyl)-5,9,14,19-tetramethyl-21,23,24,25-tetraza-22-gallahexacyclo[9.9.3.13,6.113,16.08,23.018,21]pentacosa-1,3(25),4,6,8,10,12,14,16(24),17,19-undecaen-4-yl]propanoic acid",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:157715302,Molybdenum;nickel;oxotungsten,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:173212688,Nickel;oxomolybdenum;tungsten,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:15972043,Benzene;dichloroalumanylium,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:11788570,Aluminum;benzene;dichloride,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:15975354,"zinc 3,3-dimethyl-10-(4-methylphenyl)-15-(2,4,6-trimethylphenyl)-2H-porphyrin-22,23-diide",biolink:MolecularMixture,4,PUBCHEM.COMPOUND:11377006,"zinc 3,3-dimethyl-10-(4-methylphenyl)-15-(2,4,6-trimethylphenyl)-2H-porphyrin-22,24-diide",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:15976239,"ZINC 5,15-diphenylporphyrin-22,23-diide",biolink:MolecularMixture,4,PUBCHEM.COMPOUND:11497372,"ZINC 5,15-diphenylporphyrin-22,24-diide",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:15978410,Aluminum;2-methanidylpropane;dichloride,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:6093462,Dichloroalumanylium;2-methanidylpropane,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:160762250,Molybdenum;trioxotungsten,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:173425756,Trioxomolybdenum;tungsten,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:16212686,Strontium;dihydroxide;hydrate,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:173256153,Strontium;hydron;trihydroxide,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:173901110,Sodium;hydride;manganese;oxonickel,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:173526861,Sodium;hydride;nickel;oxomanganese,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:176542303,2-hydroxy-1-[(E)-3-methylbutylideneamino]guanidine,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:172939717,1-hydroxy-2-[(E)-3-methylbutylideneamino]guanidine,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:176546322,"3-(N'-cyclohexylcarbamimidoyl)-1,1-dimethylguanidine",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:123661690,"2-(N'-cyclohexylcarbamimidoyl)-1,1-dimethylguanidine",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:17958926,Morpholin-4-ium-4-carbaldehyde chloride,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:22927623,Morpholine-4-carbaldehyde;hydrochloride,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:20465873,1-Methylpiperazine;hydroiodide,biolink:MolecularMixture,4,PUBCHEM.COMPOUND:19770280,1-Methylpiperazin-1-ium iodide,leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
MolecularMixture.txt,PUBCHEM.COMPOUND:44134766,"acetic acid;cobalt;[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-24-id-3-yl]propanoylamino]propan-2-yl phosphate",biolink:MolecularMixture,4,PUBCHEM.COMPOUND:168314059,"acetic acid;cobalt;[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl phosphate",leader_changed,MolecularMixture.txt,biolink:MolecularMixture,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:46256422,N-(2-Nitrobenzenesulfonyl)morpholine-4-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:133585997,N'-(2-nitrophenyl)sulfonylmorpholine-4-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:46256427,N-(4-Fluorobenzenesulfonyl)morpholine-4-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:133585994,N'-(4-fluorophenyl)sulfonylmorpholine-4-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:46256431,"N-(2,4-Dimethylbenzenesulfonyl)morpholine-4-carboximidamide",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:133585991,"N'-(2,4-dimethylphenyl)sulfonylmorpholine-4-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:46256434,"N-(3,4-Dimethylbenzenesulfonyl)morpholine-4-carboximidamide",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:133585990,"N'-(3,4-dimethylphenyl)sulfonylmorpholine-4-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:46256440,N-(4-Methoxybenzenesulfonyl)morpholine-4-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:133585987,N'-(4-methoxyphenyl)sulfonylmorpholine-4-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:46256444,"N-(2,4-Dimethylbenzenesulfonyl)piperidine-1-carboximidamide",biolink:SmallMolecule,4,PUBCHEM.COMPOUND:133585983,"N'-(2,4-dimethylphenyl)sulfonylpiperidine-1-carboximidamide",leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
SmallMolecule.txt,PUBCHEM.COMPOUND:46256448,N-(2-Nitrobenzenesulfonyl)piperidine-1-carboximidamide,biolink:SmallMolecule,4,PUBCHEM.COMPOUND:133585980,N'-(2-nitrophenyl)sulfonylpiperidine-1-carboximidamide,leader_changed,SmallMolecule.txt,biolink:SmallMolecule,4,4,
